player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Hayden Hurst,47294,TE,CIN,16,82,0,7,4.0,0,46.7,50.0,2,4,12.5,1,4,0,54.9,53.2,0,13,6.0,8,134,7,82.8,111,53.5,15,18.3,0,37,24,3.4,5.3,0.33,0,5.8,5,87.7,71.4,5,7,0.0,0,23,1,90.5,75.0,1,29,1.6,5,305,50,95.4,291,99.0,57,69.5,1,463,212,4.2,9.3,1.59
Michael Gallup,26075,WR,DAL,16,80,0,9,10.7,0,43.5,40.0,4,10,23.1,3,7,0,29.5,59.5,0,25,0.0,0,120,10,92.5,111,70.6,23,28.8,1,98,24,2.4,9.8,0.88,0,13.3,2,63.3,55.6,5,9,3.1,1,20,0,77.8,64.4,4,27,0.0,0,310,31,96.1,298,63.9,49,61.3,2,347,92,3.0,11.2,1.16
Leonard Fournette,11759,HB,TB,17,80,0,30,-0.7,3,100.0,,0,0,0.0,0,3,0,75.6,59.9,0,21,16.4,18,110,7,76.4,84,98.2,7,8.8,0,53,58,8.3,7.6,0.63,0,-0.5,14,90.2,50.0,1,2,6.1,3,15,0,70.3,75.2,0,25,12.1,36,298,46,84.2,251,98.7,51,63.8,1,312,341,7.4,6.8,1.24
Joe Mixon,11803,HB,CIN,17,79,0,7,-0.3,2,70.0,0.0,0,1,12.5,1,2,0,52.1,53.6,0,22,24.7,22,89,7,67.4,60,82.5,10,12.7,0,53,66,9.4,7.6,0.88,0,-0.8,8,90.9,,0,0,5.7,3,12,0,72.4,78.4,0,35,15.4,39,254,50,81.1,206,93.0,55,69.6,0,347,382,7.6,6.9,1.68
David Njoku,11784,TE,CLV,14,79,0,8,7.7,0,82.6,66.7,4,6,0.0,0,11,0,83.2,80.8,1,33,8.6,11,128,19,84.4,108,96.0,23,29.1,1,182,64,3.4,9.6,1.69,0,7.8,6,73.8,40.0,2,5,6.1,2,21,1,70.1,74.8,1,25,11.2,32,285,31,82.5,235,105.5,42,53.2,2,362,224,7.2,11.7,1.54
Demarcus Robinson,10760,WR,BLT,18,78,0,3,9.5,0,50.0,75.0,3,4,23.1,3,6,0,29.5,59.7,1,31,0.0,0,116,10,95.7,111,80.8,20,25.6,2,118,46,4.6,11.8,1.06,0,10.7,8,67.3,20.0,1,5,5.1,2,16,2,72.7,66.9,3,41,0.0,0,237,37,95.4,226,68.5,55,70.5,1,357,107,2.9,9.6,1.58
Russell Gage,44771,WR,TB,14,78,0,30,7.7,2,45.0,60.0,3,5,10.0,1,7,0,56.7,57.4,1,15,0.0,0,100,9,94.0,94,68.8,20,25.6,2,80,43,4.8,8.9,0.85,0,5.4,1,76.6,60.0,3,5,7.7,3,19,1,63.6,66.8,0,23,0.0,0,255,36,96.9,247,93.0,47,60.3,0,306,123,3.4,8.5,1.24
Dawson Knox,35883,TE,BUF,17,77,0,4,11.2,0,68.2,50.0,2,4,6.3,1,10,0,65.6,64.3,0,21,10.5,20,190,15,83.2,158,126.1,22,28.6,5,146,25,1.7,9.7,0.92,0,7.8,4,73.8,33.3,2,6,8.8,3,16,0,59.5,66.0,3,45,5.7,19,334,31,90.4,302,79.3,42,54.5,1,378,185,6.0,12.2,1.25
Alec Pierce,78038,WR,IND,16,76,0,14,13.5,2,46.9,40.0,6,15,6.3,1,13,1,65.9,68.0,1,47,0.0,0,152,15,92.1,140,68.9,32,42.1,1,233,58,3.9,15.5,1.66,0,12.3,1,64.7,60.0,6,10,8.3,2,15,0,50.4,60.1,1,45,0.0,0,281,22,96.8,272,93.8,34,44.7,1,328,47,2.1,14.9,1.21
Chase Claypool,42312,WR,CHI,15,76,0,6,11.4,3,55.0,50.0,4,8,0.0,0,6,0,78.7,63.2,1,25,0.0,0,114,11,92.1,105,46.5,20,26.3,0,93,41,3.7,8.5,0.89,0,9.3,0,64.6,44.4,4,9,6.1,2,16,1,68.2,62.0,2,31,0.7,2,283,31,94.0,266,73.4,48,63.2,1,322,99,3.2,10.4,1.21
Jerick McKinnon,8731,HB,KC,20,75,0,16,-1.6,1,90.9,,0,0,0.0,0,10,1,83.6,62.8,0,24,16.7,36,215,20,73.0,157,133.5,22,29.3,3,144,192,9.6,7.2,0.92,0,1.7,7,76.9,0.0,0,1,11.8,4,11,0,48.7,58.9,1,56,13.1,29,221,30,83.7,185,95.1,39,52.0,1,291,272,9.1,9.7,1.57
Noah Brown,11993,WR,DAL,18,74,0,9,13.9,2,50.0,33.3,4,12,13.3,2,10,0,49.6,64.5,1,45,1.5,2,136,13,89.7,122,83.8,26,35.1,2,190,41,3.2,14.6,1.56,0,10.0,4,71.8,62.5,5,8,6.7,2,14,1,66.0,59.6,3,51,1.7,5,290,28,93.8,272,73.9,39,52.7,1,332,97,3.5,11.9,1.22
Aaron Jones,11937,HB,GB,17,72,0,12,-1.8,3,94.7,100.0,1,1,0.0,0,8,0,83.2,80.1,0,30,16.4,20,122,18,76.2,93,110.5,19,26.4,1,120,156,8.7,6.7,1.29,0,-0.3,5,74.3,100.0,1,1,13.3,4,5,1,44.2,54.8,0,23,7.3,14,192,26,90.6,174,92.8,35,48.6,1,162,201,7.7,6.2,0.93
Chris Moore,10741,WR,HST,16,72,0,13,9.9,7,64.7,50.0,3,6,0.0,0,7,0,79.4,65.3,1,52,1.4,2,140,11,90.0,126,100.9,17,23.6,1,203,129,11.7,18.5,1.61,0,9.5,3,72.0,37.5,3,8,5.3,2,17,0,71.4,66.6,2,36,0.0,0,277,36,97.1,269,80.1,50,69.4,1,336,126,3.5,9.3,1.25
Alvin Kamara,11822,HB,NO,15,71,0,20,1.1,3,62.5,0.0,0,2,16.7,2,3,0,41.1,58.0,0,54,18.9,20,106,10,79.2,84,110.7,16,22.5,1,137,147,14.7,13.7,1.63,0,1.3,11,83.3,50.0,1,2,5.4,2,10,0,70.9,76.5,0,16,13.5,27,200,35,83.5,167,100.1,42,59.2,1,257,235,6.7,7.3,1.54
Cole Kmet,60995,TE,CHI,17,69,0,6,8.9,0,69.2,33.3,1,3,0.0,0,8,0,78.7,69.1,1,26,13.0,18,138,9,79.0,109,100.6,13,18.8,4,104,40,4.4,11.6,0.95,0,6.6,5,76.6,50.0,1,2,5.3,2,16,0,71.4,64.2,1,50,11.9,37,312,36,85.6,267,105.7,47,68.1,2,389,214,5.9,10.8,1.46
Cade Otton,61071,TE,TB,17,69,0,30,6.5,0,70.6,50.0,1,2,7.7,1,6,0,63.2,63.2,0,17,7.5,9,120,12,85.8,103,101.3,17,24.6,1,85,32,2.7,7.1,0.83,0,6.0,1,67.6,0.0,0,3,7.4,2,13,0,65.2,54.3,0,35,5.0,17,340,25,91.5,311,89.5,37,53.6,0,276,154,6.2,11.0,0.89
DeAndre Carter,9859,WR,LAC,18,67,0,27,10.2,0,61.5,0.0,0,2,11.1,1,7,0,54.9,59.1,0,33,0.0,0,127,8,96.9,123,88.3,13,19.4,0,109,48,6.0,13.6,0.89,0,8.7,1,73.2,28.6,2,7,0.0,0,18,1,87.6,66.3,0,32,1.0,3,299,30,95.7,286,112.2,41,61.2,2,324,113,3.8,10.8,1.13
Zach Ertz,7816,TE,ARZ,10,66,0,1,5.1,1,70.0,0.0,0,1,0.0,0,4,0,75.6,61.0,0,16,0.0,0,78,7,92.3,72,120.8,10,15.2,2,50,21,3.0,7.1,0.69,0,8.4,2,74.4,33.3,2,6,6.5,2,14,0,77.8,68.7,0,32,3.3,8,241,29,91.3,220,92.6,39,59.1,0,267,89,3.1,9.2,1.21
Christian Watson,66581,WR,GB,14,65,0,12,17.1,2,53.8,33.3,1,3,6.7,1,10,0,64.4,75.2,1,63,0.0,0,85,14,92.9,79,112.5,26,40.0,4,262,129,9.2,18.7,3.32,0,13.7,0,64.5,85.7,6,7,13.0,3,12,0,46.6,72.7,0,45,0.0,0,154,20,97.4,150,110.6,31,47.7,2,247,84,4.2,12.4,1.65
Noah Fant,42388,TE,SEA,18,65,0,29,9.0,0,70.0,0.0,0,1,0.0,0,6,0,76.5,69.2,0,32,12.8,12,94,7,77.7,73,140.4,10,15.4,1,112,52,7.4,16.0,1.53,0,5.5,1,86.8,0.0,0,3,0.0,0,14,0,89.0,64.5,0,51,8.0,22,275,33,85.5,235,102.2,38,58.5,0,324,159,4.8,9.8,1.38
Greg Dortch,42237,WR,ARZ,16,64,0,1,9.3,1,50.0,20.0,1,5,0.0,0,1,0,74.6,56.7,0,11,0.0,0,73,6,90.4,66,58.3,12,18.8,0,42,29,4.8,7.0,0.64,0,3.9,11,87.5,50.0,3,6,0.0,0,14,0,89.3,69.0,0,47,0.0,0,235,35,96.2,226,103.7,40,62.5,0,356,239,6.8,10.2,1.58
Romeo Doubs,84329,WR,GB,13,64,0,12,16.0,1,39.1,30.0,3,10,18.2,2,7,0,38.7,63.6,0,26,0.0,0,119,9,92.4,110,85.2,23,35.9,2,119,30,3.3,13.2,1.08,0,5.8,0,76.5,25.0,1,4,10.3,3,9,2,53.8,58.6,0,22,0.0,0,160,26,96.9,155,93.5,34,53.1,0,226,141,5.4,8.7,1.46
Isaiah McKenzie,11927,WR,BUF,16,64,0,4,8.5,0,58.3,57.1,4,7,6.7,1,12,0,64.4,66.8,0,27,0.0,0,135,14,93.3,126,100.0,24,37.5,2,124,37,2.6,8.9,0.98,0,8.0,7,71.9,0.0,0,1,14.8,4,12,0,40.0,61.0,2,30,0.0,0,223,23,95.5,213,68.6,32,50.0,0,251,87,3.8,10.9,1.18
Nico Collins,61441,WR,HST,10,64,0,13,13.8,0,47.6,66.7,4,6,0.0,0,7,0,78.0,70.5,1,58,0.0,0,95,10,93.7,89,84.6,21,32.8,2,156,29,2.9,15.6,1.75,0,10.3,3,66.7,87.5,7,8,0.0,0,11,0,85.3,69.9,0,29,0.0,0,175,24,94.9,166,88.8,36,56.3,0,269,113,4.7,11.2,1.62
Robert Tonyan,12193,TE,GB,17,63,0,12,4.2,1,76.9,,0,0,0.0,0,3,0,78.7,47.6,1,14,2.2,3,137,10,89.1,122,55.0,13,20.6,0,65,40,4.0,6.5,0.53,0,6.8,1,85.0,60.0,3,5,2.9,1,12,0,80.1,66.7,1,24,3.0,6,202,34,94.1,190,106.1,40,63.5,2,319,153,4.5,9.4,1.68
D'Andre Swift,57212,HB,DET,14,63,0,11,-1.8,3,75.0,0.0,0,1,0.0,0,2,0,78.0,61.8,0,21,16.4,11,67,9,74.6,50,106.6,12,19.0,1,41,75,8.3,4.6,0.82,0,0.6,6,78.0,,0,0,3.0,1,11,1,68.8,70.3,0,25,6.6,11,167,32,91.0,152,103.6,41,65.1,1,283,334,10.4,8.8,1.86
Kalif Raymond,11028,WR,DET,17,62,0,11,14.4,0,63.2,,0,0,0.0,0,9,0,79.4,72.0,0,56,1.7,2,119,12,88.2,105,100.8,19,30.6,0,210,54,4.5,17.5,2.0,0,7.5,2,81.6,40.0,2,5,0.0,0,13,1,88.0,70.2,0,43,0.0,0,187,31,97.9,183,103.5,38,61.3,0,336,163,5.3,10.8,1.84
Josh Jacobs,45953,HB,LV,17,61,0,23,5.0,0,100.0,,0,0,0.0,0,2,1,75.6,66.7,0,43,24.0,18,75,5,72.0,54,118.8,5,8.2,0,83,58,11.6,16.6,1.54,0,-0.1,3,87.8,100.0,1,1,2.7,1,12,0,80.8,71.3,0,14,19.8,52,263,36,77.2,203,92.4,41,67.2,0,253,257,7.1,7.0,1.25
Juwan Johnson,28305,TE,NO,16,61,0,20,9.5,1,53.3,0.0,0,2,20.0,2,4,0,35.3,56.0,1,26,5.3,5,94,8,91.5,86,83.1,15,24.6,2,89,36,4.5,11.1,1.03,0,10.5,7,78.1,33.3,1,3,3.8,1,16,0,63.4,69.6,1,41,6.3,15,239,25,89.5,214,138.7,32,52.5,4,349,107,4.3,14.0,1.63
Olamide Zaccheaus,44920,WR,ATL,17,61,0,2,14.0,1,63.6,100.0,1,1,0.0,0,5,0,75.6,64.1,0,37,1.3,1,79,7,91.1,72,86.6,11,18.0,0,83,30,4.3,11.9,1.15,0,11.1,6,67.4,25.0,1,4,3.1,1,18,1,78.0,67.7,0,45,0.8,2,264,31,94.7,250,110.1,46,75.4,2,413,167,5.4,13.3,1.65
Rachaad White,131633,HB,TB,18,60,0,30,-0.5,0,75.0,,0,0,14.3,1,3,0,52.5,59.8,0,10,17.9,14,78,6,75.6,59,78.1,8,13.3,0,26,42,7.0,4.3,0.44,0,-0.2,10,90.7,100.0,1,1,2.5,1,9,1,82.2,71.5,0,20,11.7,25,213,39,85.9,183,91.8,43,71.7,0,259,268,6.9,6.6,1.42
Jauan Jennings,48027,WR,SF,19,60,0,28,10.7,2,45.0,66.7,2,3,10.0,1,9,1,56.7,60.4,2,33,0.8,1,125,9,89.6,112,25.6,20,33.3,0,123,41,4.6,13.7,1.1,0,9.0,4,74.3,0.0,0,2,10.3,3,16,0,48.9,72.3,1,44,1.0,2,204,26,96.6,197,91.6,35,58.3,0,332,137,5.3,12.8,1.69
Elijah Moore,84302,WR,NYJ,16,59,0,22,16.3,3,50.0,0.0,0,4,0.0,0,8,0,76.5,60.6,0,42,0.0,0,161,8,94.4,152,80.7,16,27.1,0,142,30,3.8,17.8,0.93,0,11.0,8,70.0,50.0,1,2,0.0,0,14,0,86.9,61.2,1,28,0.0,0,273,28,97.8,267,89.1,40,67.8,1,295,70,2.5,10.5,1.1
Darnell Mooney,48236,WR,CHI,12,58,0,6,14.4,1,66.7,66.7,2,3,0.0,0,7,0,79.4,68.7,0,56,0.0,0,106,12,89.6,95,134.0,18,31.0,2,170,54,4.5,14.2,1.79,0,11.8,2,74.3,100.0,3,3,0.0,0,13,0,86.1,71.1,2,39,1.0,2,199,26,95.0,189,77.4,35,60.3,0,313,102,3.9,12.0,1.66
Ben Skowronek,27948,WR,LA,14,58,0,26,10.5,0,75.0,100.0,2,2,0.0,0,9,0,79.4,71.3,0,32,2.0,2,98,12,92.9,91,108.3,16,27.6,0,168,54,4.5,14.0,1.85,0,6.5,2,70.6,0.0,0,1,0.0,0,6,0,85.3,53.0,0,26,6.0,17,281,24,92.9,261,84.3,34,58.6,0,191,76,3.2,8.0,0.73
Dalvin Cook,11796,HB,MIN,18,58,0,18,0.2,0,88.9,0.0,0,1,0.0,0,3,1,76.5,64.6,0,15,34.1,58,170,8,61.2,104,82.4,9,15.5,0,34,30,3.8,4.3,0.33,0,-1.4,8,71.8,0.0,0,4,12.5,4,10,0,49.6,50.7,0,23,18.5,56,303,28,79.2,240,79.2,39,67.2,0,162,219,7.8,5.8,0.68
Corey Davis,11760,WR,NYJ,13,58,0,22,12.6,0,27.8,16.7,1,6,28.6,2,5,0,29.2,53.4,1,22,0.8,1,122,5,93.4,114,37.0,18,31.0,1,63,14,2.8,12.6,0.55,0,14.3,0,62.5,55.6,5,9,4.8,1,16,0,71.3,71.9,1,66,0.5,1,216,20,95.8,207,96.5,32,55.2,1,345,86,4.3,17.3,1.67
Samaje Perine,11869,HB,CIN,19,57,0,7,2.2,2,80.0,,0,0,0.0,0,1,0,72.1,49.7,0,6,21.9,21,96,4,68.8,66,118.8,5,8.8,1,15,29,7.3,3.8,0.23,0,-1.2,9,80.5,,0,0,2.9,1,5,0,78.9,63.9,0,32,15.5,35,226,33,80.5,182,87.0,41,71.9,0,200,252,7.6,6.1,1.1
Antonio Gibson,78050,HB,WAS,15,57,0,32,1.8,0,64.3,50.0,1,2,10.0,1,3,0,57.0,60.3,1,25,18.7,14,75,9,76.0,57,46.7,14,24.6,0,70,62,6.9,7.8,1.23,0,1.0,12,88.6,50.0,1,2,6.1,2,12,0,68.8,86.1,0,26,13.4,22,164,31,82.9,136,104.5,35,61.4,1,238,210,6.8,7.7,1.75
Hunter Henry,10669,TE,NE,17,57,0,19,7.4,0,71.4,50.0,1,2,9.1,1,6,0,58.5,57.3,0,31,7.8,11,141,10,81.6,115,126.8,14,24.6,1,139,58,5.8,13.9,1.21,0,8.6,0,76.5,60.0,3,5,3.7,1,14,0,75.7,65.8,1,39,9.3,24,258,26,89.1,230,89.7,34,59.6,0,295,101,3.9,11.3,1.28
Logan Thomas,8755,TE,WAS,14,57,0,32,8.0,0,63.6,100.0,3,3,0.0,0,5,0,76.5,62.0,0,19,8.8,8,91,7,84.6,77,82.0,11,19.3,0,71,34,4.9,10.1,0.92,0,6.6,0,70.7,50.0,3,6,6.5,2,9,0,68.4,58.7,2,27,7.5,19,253,29,89.7,227,63.3,41,71.9,0,222,89,3.1,7.7,0.98
James Conner,11860,HB,ARZ,13,56,0,1,4.7,0,66.7,,0,0,0.0,0,1,0,68.3,51.6,0,21,28.1,16,57,2,64.9,37,93.8,3,5.4,0,26,34,17.0,13.0,0.7,0,-1.6,11,81.4,,0,0,14.6,6,9,0,45.1,49.4,1,22,19.7,59,300,35,77.7,233,78.4,43,76.8,0,221,288,8.2,6.3,0.95
Isaiah Likely,83955,TE,BLT,17,56,0,3,3.7,2,66.7,60.0,3,5,7.7,1,6,0,61.8,63.8,0,19,7.4,7,95,12,84.2,80,97.7,18,32.1,1,93,54,4.5,7.8,1.16,0,9.2,1,60.6,50.0,3,6,13.0,3,9,0,48.0,60.8,1,34,0.6,1,176,20,93.8,165,80.1,33,58.9,1,238,80,4.0,11.9,1.44
Tony Pollard,27126,HB,DAL,18,56,0,9,4.1,1,62.5,0.0,0,1,0.0,0,2,0,73.4,64.2,0,5,29.5,23,78,5,61.5,48,66.7,8,14.3,0,14,18,3.6,2.8,0.29,0,0.3,1,81.8,0.0,0,1,3.6,1,10,0,76.1,68.7,0,46,16.3,33,203,27,79.8,162,95.2,33,58.9,0,226,223,8.3,8.4,1.4
Austin Hooper,10715,TE,TEN,17,56,0,31,7.6,1,78.6,60.0,3,5,0.0,0,6,0,78.7,64.4,0,18,6.5,6,92,11,84.8,78,97.6,14,25.0,0,104,31,2.8,9.5,1.33,0,8.4,1,72.2,55.6,5,9,3.7,1,18,0,75.5,76.4,0,24,3.0,6,203,26,93.6,190,106.6,36,64.3,1,303,91,3.5,11.7,1.59
Isaiah Hodgins,52130,WR,NYG,12,56,0,21,6.2,1,76.9,60.0,3,5,0.0,0,8,0,79.4,71.4,0,20,0.0,0,99,10,89.9,89,119.4,13,23.2,1,86,22,2.2,8.6,0.97,0,10.7,3,80.6,60.0,3,5,0.0,0,15,1,88.0,73.4,1,29,0.0,0,207,29,97.6,202,103.6,36,64.3,1,339,79,2.7,11.7,1.68
Mike Gesicki,47153,TE,MIA,18,56,0,17,7.2,1,41.7,20.0,1,5,16.7,1,1,0,45.8,49.0,0,12,4.8,4,84,5,88.1,74,49.3,12,21.4,0,34,12,2.4,6.8,0.46,0,11.4,0,63.3,0.0,0,4,5.0,1,12,0,69.6,60.1,2,30,4.9,12,244,19,91.4,223,70.1,30,53.6,1,230,64,3.4,12.1,1.03
Jahan Dotson,84375,WR,WAS,12,56,0,32,15.9,2,66.7,57.1,4,7,16.7,2,9,0,41.1,76.0,0,30,0.0,0,96,10,89.6,86,138.1,15,26.8,5,147,57,5.7,14.7,1.71,0,15.3,0,60.0,60.0,3,5,5.3,1,12,0,69.6,66.2,3,61,0.0,0,252,18,96.0,242,53.2,30,53.6,0,293,79,4.4,16.3,1.21
Josh Reynolds,11872,WR,DET,14,56,0,11,15.7,0,52.6,25.0,1,4,9.1,1,8,0,58.5,63.0,0,31,0.8,1,126,10,92.9,117,98.1,19,33.9,1,158,30,3.0,15.8,1.35,0,10.6,1,82.6,100.0,3,3,0.0,0,11,0,83.2,59.0,1,28,0.5,1,217,19,96.8,210,86.4,23,41.1,0,209,62,3.3,11.0,1.0
Kyle Pitts,83964,TE,ATL,10,56,0,2,5.9,1,75.0,0.0,0,2,0.0,0,4,0,74.6,83.8,0,21,5.9,2,34,6,91.2,31,130.2,8,14.3,2,50,32,5.3,8.3,1.61,0,13.9,2,48.8,28.6,2,7,4.8,1,15,0,71.3,75.8,1,33,7.6,13,171,20,87.7,150,61.8,41,73.2,0,288,97,4.9,14.4,1.92
Rondale Moore,62890,WR,ARZ,8,55,0,1,7.1,0,62.5,100.0,1,1,16.7,1,2,0,45.8,57.6,0,26,0.0,0,50,5,90.0,45,82.8,8,14.5,0,55,25,5.0,11.0,1.22,0,5.0,2,77.8,0.0,0,2,6.7,2,8,0,67.3,64.0,0,31,0.0,0,179,28,94.4,169,94.4,36,65.5,0,240,177,6.3,8.6,1.42
Julio Jones,6158,WR,TB,11,53,0,30,16.1,0,45.5,33.3,1,3,0.0,0,4,0,73.4,64.5,0,48,0.0,0,54,5,90.7,49,72.5,11,20.8,0,86,13,2.6,17.2,1.76,0,12.6,2,68.8,60.0,3,5,0.0,0,9,0,84.5,66.3,0,31,0.0,0,180,22,95.0,171,112.9,32,60.4,2,251,120,5.5,11.4,1.47
Najee Harris,57121,HB,PIT,17,53,0,25,3.1,1,60.0,0.0,0,4,14.3,1,4,0,49.2,61.8,0,10,24.8,25,101,6,67.3,68,106.3,10,18.9,2,35,26,4.3,5.8,0.51,0,1.6,12,80.0,33.3,1,3,9.7,3,10,0,56.8,59.0,0,19,24.7,69,279,28,70.3,196,87.4,35,66.0,0,174,156,5.6,6.2,0.89
Treylon Burks,99218,WR,TEN,11,53,0,31,10.6,1,58.8,40.0,2,5,9.1,1,6,0,60.6,72.7,1,51,0.0,0,81,10,91.4,74,85.2,17,32.1,1,159,71,7.1,15.9,2.15,0,12.8,3,62.1,60.0,3,5,0.0,0,10,0,82.7,68.4,2,51,0.0,0,159,18,98.1,156,66.9,29,54.7,1,211,88,4.9,11.7,1.35
Devin Singletary,40485,HB,BUF,18,53,0,4,2.0,2,100.0,,0,0,0.0,0,4,0,74.6,65.7,0,22,28.5,45,158,6,68.4,108,149.3,6,11.3,1,62,50,8.3,10.3,0.57,0,0.2,6,76.7,,0,0,10.8,4,10,0,51.6,57.7,0,19,12.2,36,294,33,83.7,246,87.3,43,81.1,0,219,218,6.6,6.6,0.89
Quez Watkins,61664,WR,PHI,20,53,0,24,13.7,1,44.4,0.0,0,7,11.1,1,4,0,54.5,51.2,2,16,0.0,0,146,8,91.8,134,15.7,18,34.0,0,70,39,4.9,8.8,0.52,0,6.5,2,71.4,25.0,1,4,0.0,0,8,0,71.3,57.1,1,30,0.4,1,282,20,96.5,272,94.5,28,52.8,2,161,99,5.0,8.1,0.59
Allen Robinson II,8696,WR,LA,10,51,0,26,9.5,2,52.4,57.1,4,7,15.4,2,8,0,43.5,64.8,0,29,1.2,1,81,11,93.8,76,81.1,21,41.2,1,98,28,2.5,8.9,1.29,0,11.3,0,76.9,42.9,3,7,0.0,0,13,0,83.6,64.8,1,23,0.4,1,252,20,98.0,247,87.7,26,51.0,0,234,43,2.2,11.7,0.95
DJ Chark Jr.,47702,WR,DET,11,51,0,11,12.9,1,62.5,57.1,4,7,16.7,2,8,0,41.1,70.2,0,28,0.0,0,86,10,97.7,84,126.3,16,31.4,2,125,37,3.7,12.5,1.49,0,15.7,2,63.3,44.4,4,9,5.0,1,15,0,69.6,71.0,0,51,0.0,0,212,19,97.6,207,115.6,30,58.8,1,357,99,5.2,18.8,1.72
Greg Dulcich,84068,TE,DEN,10,51,0,10,8.5,2,58.3,0.0,0,1,12.5,1,4,0,54.5,60.2,0,30,2.2,2,89,7,88.8,79,75.0,12,23.5,0,70,28,4.0,10.0,0.89,0,14.4,1,67.7,50.0,1,2,4.5,1,10,0,72.8,70.2,3,39,3.9,8,205,21,92.7,190,67.7,31,60.8,1,283,104,5.0,13.5,1.49
Trent Sherfield,48021,WR,MIA,18,50,0,17,7.0,0,75.0,,0,0,25.0,1,2,0,36.2,50.9,0,12,0.0,0,88,3,94.3,83,94.8,4,8.0,0,29,4,1.3,9.7,0.35,0,13.6,1,55.9,66.7,4,6,0.0,0,14,0,84.1,66.2,3,75,0.4,1,279,19,95.7,267,73.3,34,68.0,2,341,116,6.1,17.9,1.28
Nelson Agholor,9453,WR,NE,16,50,0,19,16.1,2,60.0,33.3,1,3,18.2,2,6,1,38.7,64.0,1,44,2.2,2,91,9,89.0,81,90.1,15,30.0,1,157,59,6.6,17.4,1.94,0,9.9,1,63.0,0.0,0,2,10.5,2,3,1,54.3,51.2,2,27,1.1,2,178,17,96.6,172,45.3,27,54.0,0,140,62,3.6,8.2,0.81
Jordan Akins,47050,TE,HST,15,49,0,13,7.3,2,75.0,50.0,2,4,0.0,0,9,0,81.7,84.7,0,30,5.5,6,109,15,89.0,97,146.3,20,40.8,3,202,100,6.7,13.5,2.08,0,7.2,4,83.3,100.0,2,2,4.8,1,13,1,71.3,64.3,1,46,1.7,3,181,20,95.6,173,111.3,24,49.0,1,277,167,8.4,13.9,1.6
Foster Moreau,47043,TE,LV,15,49,0,23,11.3,0,45.5,50.0,2,4,28.6,2,2,0,29.2,55.8,1,18,11.1,9,81,5,84.0,68,53.2,11,22.4,1,55,17,3.4,11.0,0.81,0,7.1,2,70.4,25.0,1,4,0.0,0,16,1,83.2,72.2,0,32,17.2,43,250,19,80.0,200,99.2,27,55.1,0,249,143,7.5,13.1,1.25
Rex Burkhead,7971,HB,HST,16,49,0,13,4.2,0,66.7,50.0,1,2,0.0,0,4,0,78.7,65.4,0,17,18.6,16,86,10,75.6,65,75.7,15,30.6,0,65,62,6.2,6.5,1.0,0,-0.3,2,81.5,0.0,0,2,4.3,1,3,0,72.3,58.0,0,15,12.3,14,114,22,86.8,99,83.8,27,55.1,0,111,137,6.2,5.0,1.12
Hunter Renfrow,47509,WR,LV,10,49,0,23,4.6,1,85.7,,0,0,0.0,0,3,1,74.6,53.3,0,14,0.0,0,69,6,91.3,63,97.6,7,14.3,0,52,28,4.7,8.7,0.83,0,7.8,2,70.4,0.0,0,1,0.0,0,8,0,83.2,65.7,4,27,0.0,0,173,19,96.5,167,47.5,27,55.1,0,171,65,3.4,9.0,1.02
Randall Cobb,6216,WR,GB,13,48,0,12,12.3,1,66.7,50.0,2,4,0.0,0,6,0,78.0,69.7,0,24,1.1,1,94,10,92.6,87,112.4,15,31.3,1,117,34,3.4,11.7,1.34,0,9.1,1,72.4,0.0,0,4,8.7,2,12,0,59.2,69.2,1,35,0.0,0,124,21,97.6,121,83.3,29,60.4,0,245,106,5.0,11.7,2.02
Kendrick Bourne,12270,WR,NE,16,47,0,19,16.4,0,72.7,33.3,1,3,0.0,0,7,0,77.3,73.4,0,41,0.0,0,78,8,91.0,71,114.8,11,23.4,0,140,14,1.8,17.5,1.97,0,8.5,2,69.0,0.0,0,1,13.0,3,10,1,49.1,60.2,2,28,0.0,0,175,20,97.1,170,60.0,29,61.7,0,203,102,5.1,10.2,1.19
